FireName,FireYear,area
Nowitna #3,1953,6
Nowitna #3,1953,286
Nowitna #3,1953,693
Nowitna #3,1953,1648
Nowitna #3,1953,10460
Nowitna #3,1953,13399
Nowitna #3,1953,52482
Nowitna #3,1953,85319
Nowitna #3,1953,98575
Nowitna #3,1953,107859
Nowitna #3,1953,125113
Nowitna #3,1953,231960
Nowitna #3,1953,284024
Nowitna #3,1953,566414
Nowitna #3,1953,758693
Nowitna #3,1953,1011755
Nowitna #3,1953,1200044
Nowitna #3,1953,1339771
Nowitna #3,1953,1732382
Nowitna #3,1953,2136723
Nowitna #3,1953,2517850
Nowitna #3,1953,2725072
Nowitna #3,1953,3867843
Nowitna #3,1953,7094797
Nowitna #3,1953,13289354
Nowitna #3,1953,39886505
Nowitna #3,1953,42931311
Nowitna #3,1953,128259569
Nowitna #3,1953,148475960
Nowitna,1954,1
Nowitna,1954,17177
Nowitna,1954,36253
Nowitna,1954,43716
Nowitna,1954,462151
Nowitna,1954,556106
Nowitna,1954,706419
Nowitna,1954,795040
Nowitna,1954,936371
Nowitna,1954,942348
Nowitna,1954,5560103
Nowitna,1954,9128898
Nowitna,1954,11227823
Nowitna,1954,37074241
Nowitna,1954,37216958
Nowitna,1954,39474188
Nowitna,1954,104661210
DUBLI #2,1956,18008436
DUBLI #2,1956,234442473
INNOKO #2,1957,59
TITNA,1957,71
FOSSIL RIDGE,1957,110
TITNA,1957,166
TITNA,1957,1142
TITNA,1957,2872
VON FRANK,1957,3049
TITNA,1957,3447
INNOKO #2,1957,4277
TITNA,1957,4312
INNOKO #2,1957,12101
TITNA,1957,16020
INNOKO #2,1957,50817
INNOKO #2,1957,51968
TITNA,1957,53989
TITNA,1957,69943
TITNA,1957,126418
INNOKO #2,1957,179661
INNOKO #2,1957,234199
TITNA,1957,235358
TITNA,1957,253728
INNOKO #2,1957,254363
INNOKO #2,1957,259295
TITNA,1957,279127
INNOKO #2,1957,306627
TITNA,1957,349474
TITNA,1957,411475
TITNA,1957,496977
VON FRANK,1957,673954
INNOKO #2,1957,716879
FOSSIL RIDGE,1957,953111
BIRCHES SW-10,1957,977650
INNOKO #2,1957,1161767
TITNA,1957,1333211
INNOKO #2,1957,1557184
TITNA,1957,1608288
FOSSIL RIDGE,1957,1951070
INNOKO #2,1957,2017870
INNOKO #2,1957,2729063
TITNA,1957,3019401
TITNA,1957,3360028
TITNA,1957,4514685
VON FRANK,1957,4801049
BIRCHES SW-10,1957,5613067
TITNA,1957,5749844
FOSSIL RIDGE,1957,6061563
TITNA,1957,9550487
VON FRANK,1957,14605193
SUNSHINE MT.,1957,22928117
TITNA,1957,27248281
SUNSHINE MT.,1957,29718637
INNOKO #2,1957,70328690
TITNA,1957,182863500
TITNA,1957,213890404
INNOKO #2,1957,231174233
TELIDA LAKE,1958,99421
TELSITNA RIVER,1958,213554
TELIDA LAKE,1958,538613
TELSITNA RIVER,1958,809169
TELIDA LAKE,1958,842694
TELIDA LAKE,1958,1320480
MINCHUMINA NW-25,1958,1568326
TELSITNA RIVER,1958,1679716
TELIDA LAKE,1958,1839269
TELSITNA RIVER,1958,2864954
TELIDA LAKE,1958,7089661
MINCHUMINA NW-25,1958,94273051
BIG CREEK,1959,11
TELSITNA #2,1959,554
KOKRINES NW-19,1959,1125
BIG CREEK,1959,2767
TELSITNA #2,1959,24455
KOKRINES NW-19,1959,24885
KOKRINES NW-19,1959,42160
BIG CREEK,1959,150373
TELSITNA #2,1959,162474
KOKRINES NW-19,1959,177993
BIG CREEK,1959,316787
KOKRINES NW-19,1959,495601
TELSITNA #2,1959,964481
KOKRINES NW-19,1959,1037809
TELSITNA #2,1959,3026580
KOKRINES NW-19,1959,4314379
KOKRINES NW-19,1959,5157329
TELSITNA #2,1959,8971116
KOKRINES NW-19,1959,10218964
KOKRINES NW-19,1959,13817476
KOKRINES NW-19,1959,19442437
BIG CREEK,1959,28326373
BIG CREEK,1959,75537539
NOWITNA,1966,2882
NOWITNA,1966,3138
NOWITNA,1966,10757
NOWITNA,1966,22445
NOWITNA,1966,61811
NOWITNA,1966,69792
NOWITNA,1966,180449
NOWITNA,1966,573677
NOWITNA,1966,17762253
NOWITNA,1966,187890392
LAWSON CREEK,1968,66
LAWSON CREEK,1968,143
GRAND CREEK,1968,537
LAWSON CREEK,1968,1063
HIDDEN CREEK,1968,1467
LAWSON CREEK,1968,1734
MELOZI SPRINGS,1968,3052
BLACK SAND,1968,3186
LAWSON CREEK,1968,3259
LAWSON CREEK,1968,4024
REDLAND LAKE,1968,4741
GRAND CREEK,1968,6190
LAWSON CREEK,1968,6440
LAWSON CREEK,1968,9030
LAWSON CREEK,1968,9464
LAWSON CREEK,1968,11146
LAWSON CREEK,1968,15746
LAWSON CREEK,1968,18892
BLACK SAND,1968,23292
LAWSON CREEK,1968,32189
LAWSON CREEK,1968,65548
HURTEN,1968,67533
BLACK SAND,1968,69282
MELOZI SPRINGS,1968,79065
LAWSON CREEK,1968,80303
LAWSON CREEK,1968,105046
HURTEN,1968,106696
MELOZI SPRINGS,1968,128929
LAWSON CREEK,1968,130543
AMERICA CREEK,1968,130693
REDLAND LAKE,1968,130935
HURTEN,1968,179661
REDLAND LAKE,1968,206524
GRAND CREEK,1968,207334
REDLAND LAKE,1968,227812
HURTEN,1968,234199
HIDDEN CREEK,1968,292780
REDLAND LAKE,1968,344858
GRAND CREEK,1968,350101
LAWSON CREEK,1968,380286
AMERICA CREEK,1968,463899
REDLAND LAKE,1968,495557
MELOZI SPRINGS,1968,495601
REDLAND LAKE,1968,528304
BLACK SAND,1968,687136
GRAND CREEK,1968,812359
LAWSON CREEK,1968,902834
LAWSON CREEK,1968,979318
MELOZI SPRINGS,1968,1007535
MELOZI SPRINGS,1968,1037809
GRAND CREEK,1968,1126724
AMERICA CREEK,1968,1142325
LAWSON CREEK,1968,1489433
LAWSON CREEK,1968,1508859
HURTEN,1968,1557184
LAWSON CREEK,1968,1889649
MELOZI SPRINGS,1968,1903133
MELOZI SPRINGS,1968,2017342
BLACK SAND,1968,2778044
REDLAND LAKE,1968,3396733
HAYSTACK MT,1968,3730694
MELOZI SPRINGS,1968,4314379
HURTEN,1968,4746957
KETLKEDE CREEK,1968,5103010
MELOZI SPRINGS,1968,5157329
LAWSON CREEK,1968,7343101
LAWSON CREEK,1968,7624729
YUKI RIVER,1968,8486515
REDLAND LAKE,1968,9188451
MELOZI SPRINGS,1968,10218964
MELOZI SPRINGS,1968,10829030
LAWSON CREEK,1968,11740124
LAWSON CREEK,1968,19243605
OUR,1968,21700214
MELOZI SPRINGS,1968,22492453
GRAND CREEK,1968,22618953
REDLAND LAKE,1968,29758226
AMERICA CREEK,1968,31031725
GRAND CREEK,1968,31244506
REDLAND LAKE,1968,33059389
HIDDEN CREEK,1968,34788691
HAYSTACK MT,1968,71466215
LAWSON CREEK,1968,84285550
LAWSON,1969,166
VON FRANK,1969,672
LAWSON,1969,2158
BONEY,1969,3209
LAWSON,1969,3610
VON FRANK,1969,5317
LAWSON,1969,27953
BAKER CREEK,1969,126418
VON FRANK,1969,132563
LAWSON,1969,182678
LAWSON,1969,225378
BONEY,1969,240025
LAWSON,1969,279127
VON FRANK,1969,290636
LAWSON,1969,577722
BAKER CREEK,1969,599536
BAKER CREEK,1969,634109
LAWSON,1969,1608288
VON FRANK,1969,3048064
VON FRANK,1969,6290277
BAKER CREEK,1969,9550487
BONEY,1969,16270485
BAKER CREEK,1969,27248281
LAWSON,1969,29717558
BEAR,1969,346818680
BEAR,1969,1094615056
CAMP CREEK,1971,4040
CAMP CREEK,1971,2666143
Monday,1972,29
Redland Lake,1972,144
Telsina River,1972,554
Monday,1972,26932
Monday,1972,30275
Monday,1972,45179
Telsina River,1972,55523
Telsina River,1972,162474
Redland Lake,1972,276093
Monday,1972,478802
JOKE,1972,600965
Telsina River,1972,662046
Redland Lake,1972,912048
Monday,1972,1005020
JOKE,1972,12943141
Mastodon,1974,31427
Mastodon,1974,62929
Mastodon,1974,81214
Mastodon,1974,450381
TELIDA MT,1977,111
TELIDA MT,1977,327
TELIDA MT,1977,3059
TELIDA MT,1977,114107
TELIDA MT,1977,147893
TELIDA MT,1977,201743
TELIDA MT,1977,32500779
TAL SW 37,1984,28
TAL SW 37,1984,427
TAL SW 37,1984,462
TAL SW 37,1984,25461
TAL SW 37,1984,67924
TAL SW 37,1984,70394
TAL SW 37,1984,131647
414060,1984,198385
TAL SW 37,1984,210724
TAL SW 37,1984,241936
TAL SW 37,1984,477314
TAL SW 37,1984,1145556
414048,1984,1859757
414048,1984,1903133
414007,1984,4530025
414060,1984,5054604
TAL SW 37,1984,7505603
531035,1985,2
531035,1985,11
531035,1985,3138
531035,1985,8264
531035,1985,9590
531035,1985,10757
HARRY,1985,13271
531035,1985,17081
531035,1985,22445
531035,1985,61811
531035,1985,84997
HARRY,1985,104527
531035,1985,117127
531035,1985,134530
531035,1985,148516
531035,1985,212502
531035,1985,235509
HARRY,1985,283551
531035,1985,302373
TAL SW 63,1985,371707
531035,1985,798179
531035,1985,836993
HARRY,1985,1053027
HARRY,1985,3932727
HARRY,1985,4346138
531035,1985,9930847
531035,1985,27538003
531035,1985,96724963
631053,1986,1
631010,1986,15
631010,1986,138
631010,1986,2673
631010,1986,3983
631010,1986,9194
Flat Creek,1986,9249
631053,1986,10834
Colorado,1986,16229
631010,1986,49160
631010,1986,52923
MHM NW 24,1986,78501
Bear Island,1986,85187
631010,1986,164390
631053,1986,169641
631053,1986,243100
MHM NW 24,1986,260440
Flat Creek,1986,380576
Von Frank,1986,382383
631053,1986,823816
Colorado,1986,915276
631053,1986,1679812
Bear Island,1986,1839269
Bear Island,1986,1873639
631010,1986,2524664
Cottonwood,1986,2619393
Bear Island,1986,3294734
Cottonwood,1986,4259403
Von Frank,1986,4436392
Bear Island,1986,4495337
Flat Creek,1986,4816222
Colorado,1986,5213143
MHM SW 60,1986,5986126
Bear Island,1986,7089661
Susu,1986,7249488
GAL NE 42,1986,12222489
Susu,1986,12513310
631053,1986,28941122
631053,1986,29618076
MHM NW 24,1986,49548323
631010,1986,128337330
731006,1987,6765358
804032,1988,21580
804032,1988,1287495
804032,1988,1362703
TAL SW 65,1988,4330066
31063,1990,2
31063,1990,79
31063,1990,107
31063,1990,109
31060,1990,338
31060,1990,479
31060,1990,508
31060,1990,770
31063,1990,887
31060,1990,1253
31060,1990,1821
31063,1990,1841
31060,1990,2203
31060,1990,2625
31063,1990,2805
31063,1990,3372
31063,1990,3454
31063,1990,3761
31063,1990,3983
31063,1990,3995
31060,1990,5617
31060,1990,8036
31060,1990,9039
31060,1990,11044
31060,1990,11450
31063,1990,12072
31063,1990,12460
31061,1990,12873
SODA,1990,19609
31063,1990,22800
31060,1990,23417
31060,1990,26014
31063,1990,38430
31063,1990,49160
31060,1990,55329
31060,1990,64402
31063,1990,64562
31063,1990,66930
31060,1990,69307
TAL SW 53,1990,77485
31063,1990,78260
31063,1990,87648
31063,1990,89332
NORD,1990,96198
31060,1990,106093
SODA,1990,106454
31063,1990,112594
31060,1990,125248
31063,1990,147783
31060,1990,195197
NORD,1990,235690
SODA,1990,291668
32010,1990,388927
31063,1990,463004
31060,1990,525511
31060,1990,538820
MEADOW,1990,600965
31060,1990,693793
MYSTERY,1990,1106234
NORD,1990,1287495
31060,1990,1559450
31063,1990,1679443
31063,1990,1856362
TAL SW 53,1990,2010423
31060,1990,2513644
31063,1990,2524664
31061,1990,3853910
31063,1990,4040281
31063,1990,4720895
SODA,1990,9065863
31026,1990,10471809
TAL SW 53,1990,16125249
MEADOW,1990,22928117
SODA,1990,32098046
31063,1990,54334745
MEADOW,1990,97060680
31061,1990,178909065
31060,1990,190691573
TAL SW 56,1991,64
MHM N 25,1991,71
MHM N 25,1991,280
MHM N 23,1991,280
MHM N 25,1991,2370
MHM N 23,1991,2370
TAL SW 56,1991,4277
TAL SW 56,1991,5016
131521,1991,7083
Soda,1991,14081
MHM N 46,1991,14416
132241,1991,16791
TAL SW 56,1991,17829
131521,1991,22732
131648,1991,32829
132241,1991,51927
MHM N 46,1991,54900
MHM W 55,1991,55377
TAL SW 38,1991,70394
132241,1991,88045
TAL SW 56,1991,122993
Fork,1991,132563
MHM N 25,1991,146079
131648,1991,160885
Soda,1991,226321
Fork,1991,254058
MHM W 55,1991,282329
132241,1991,325586
132241,1991,403229
MHM W 55,1991,444156
TAL SW 56,1991,450381
Soda,1991,465105
132241,1991,487250
Surprise,1991,584009
132241,1991,640839
132241,1991,700005
MHM N 46,1991,808545
Surprise,1991,880279
MHM N 23,1991,886132
132241,1991,1071041
MHM N 46,1991,1084085
132241,1991,1108890
131648,1991,1151196
TAL SW 38,1991,1517546
131521,1991,1535331
MHM N 25,1991,1568326
131492,1991,1620809
MHM N 25,1991,1691013
132241,1991,1946107
Soda,1991,2715147
Berry,1991,3782117
TAL S 32,1991,5097887
MHM W 55,1991,5138940
TAL S 32,1991,5242246
MHM N 25,1991,6774089
Fork,1991,6918830
TAL SW 56,1991,8273050
132241,1991,8656263
Fork,1991,8979933
131521,1991,9396220
TAL SW 38,1991,10659459
Surprise,1991,11055836
131520,1991,12690556
Soda,1991,19610450
TAL S 32,1991,20867130
MHM N 46,1991,26183202
131492,1991,57156075
MHM W 55,1991,72772020
MHM N 25,1991,166607950
132241,1991,343403333
TAL SW 62,1993,35
MHM N 36,1993,2158
MHM N 36,1993,3610
TAL SW 62,1993,9479
WHIRLWIND,1993,12869
SODA,1993,14081
TAL SW 83,1993,14298
TAL SW 83,1993,16359
TAL SW 83,1993,44224
MHM N 36,1993,53989
TAL SW 62,1993,122993
TAL SW 62,1993,126050
MHM N 36,1993,279127
TAL SW 63,1993,300127
MHM N 36,1993,577722
WHIRLWIND,1993,806582
TAL SW 63,1993,964481
TAL SW 83,1993,1024083
SODA,1993,1226512
TAL SW 83,1993,1679716
WHIRLWIND,1993,1753232
TAL SW 83,1993,2864954
TAL SW 83,1993,4734515
TAL SW 83,1993,9652376
COLORADO,1994,367
TAL S 27,1994,4741
COLORADO,1994,78075
GAL NE 38,1994,85266
GAL NE 38,1994,200751
TAL S 27,1994,206524
GAL NE 38,1994,332797
TAL S 27,1994,495557
GAL NE 38,1994,499713
SULATNA,1994,872269
GAL NE 38,1994,996699
COLORADO,1994,1081099
COLORADO,1994,1128807
GAL NE 38,1994,2125282
TAL S 27,1994,3396733
TAL SW 47,1994,3617212
TAL SW 46,1994,4481593
TAL S 27,1994,8509681
GAL NE 38,1994,9553624
TAL S 27,1994,12071569
MHM NW 42,1995,16123
MHM NW 42,1995,148267
MHM NW 42,1995,230433
MHM NW 42,1995,487250
MHM NW 42,1995,1946107
MHM NW 42,1995,2137382
Sethkokna River,1996,4
Sethkokna River,1996,97
Sethkokna River,1996,134
Sethkokna River,1996,543
631588 Antelope Cr.,1996,1460
Titna River,1996,1797
631588 Antelope Cr.,1996,1888
Titna River,1996,2239
631588 Antelope Cr.,1996,2849
Sethkokna River,1996,4583
631588 Antelope Cr.,1996,7811
Gregg,1996,17072
Gregg,1996,28864
Sethkokna River,1996,48395
Sethkokna River,1996,55855
631588 Antelope Cr.,1996,62801
631588 Antelope Cr.,1996,86300
Sethkokna River,1996,111656
Sethkokna River,1996,133051
Sethkokna River,1996,137524
Sethkokna River,1996,164171
Pontag,1996,231307
Sethkokna River,1996,267943
631588 Antelope Cr.,1996,325292
Sethkokna River,1996,334288
Pontag,1996,567582
Sethkokna River,1996,758435
Sethkokna River,1996,1524941
Gregg,1996,3417315
Sethkokna River,1996,4832706
Titna River,1996,10374423
Sethkokna River,1996,16578510
631588 Antelope Cr.,1996,35583045
West Fork Nixon,1997,212
West Fork Nixon,1997,19247
West Fork Nixon,1997,25272
West Fork Nixon,1997,28842
West Fork Nixon,1997,40579
West Fork Nixon,1997,41916
Big Mud,1997,497863
Sethkokona,1997,2336128
West Fork Nixon,1997,5402099
West Fork Nixon,1997,12513310
West Fork Nixon,1997,187772889
Slow Fork Fire,1998,392
Slow Fork Fire,1998,765
Slow Fork Fire,1998,8009
Slow Fork Fire,1998,65350
Slow Fork Fire,1998,162912
Slow Fork Fire,1998,6406025
Slow Fork Fire,1998,16510592
Slow Fork Fire,1998,20383579
Slow Fork Fire,1998,37006725
Melozi Springs,1999,1125
Big Creek,1999,8083
Big Creek,1999,52723
Round Lake,1999,57006
Round Lake,1999,235509
Little Mud,1999,243524
Round Lake,1999,250441
Grand Creek,1999,401303
Turnaround,1999,561872
Round Lake,1999,1324983
Big Creek,1999,1358943
Melozi Springs,1999,1924402
Round Lake,1999,4207092
Little Mud,1999,4297536
Big Creek,1999,5906438
Grand Creek,1999,10248417
Big Creek,1999,101268134
Spirit Lake,2000,136
Grand Creek,2000,667
Spirit Lake,2000,697
TANGO CREEK,2000,744
Grand Creek,2000,1499
Grand Creek,2000,2620
Spirit Lake,2000,3664
Spirit Lake,2000,4520
Grand Creek,2000,5810
Bering Creek,2000,6986
Spirit Lake,2000,7803
Grand Creek,2000,8841
Spirit Lake,2000,9073
Spirit Lake,2000,9630
Spirit Lake,2000,9926
Grand Creek,2000,13949
Grand Creek,2000,16870
Grand Creek,2000,17991
Spirit Lake,2000,21806
Grand Creek,2000,22985
Grand Creek,2000,31095
Spirit Lake,2000,38106
Grand Creek,2000,70394
Grand Creek,2000,71725
Spirit Lake,2000,78501
Spirit Lake,2000,80290
Spirit Lake,2000,82336
Grand Creek,2000,107723
TANGO CREEK,2000,107925
Spirit Lake,2000,111495
Spirit Lake,2000,111676
Grand Creek,2000,135415
Bering Creek,2000,156889
Grand Creek,2000,173735
Grand Creek,2000,188005
Grand Creek,2000,227812
Spirit Lake,2000,260440
Grand Creek,2000,265284
Grand Creek,2000,344858
Grand Creek,2000,456004
Grand Creek,2000,477314
Grand Creek,2000,528304
Grand Creek,2000,554849
Grand Creek,2000,574490
TANGO CREEK,2000,584009
Grand Creek,2000,809964
TANGO CREEK,2000,880279
Bering Creek,2000,977650
Spirit Lake,2000,993075
Grand Creek,2000,1134463
Grand Creek,2000,1417832
Grand Creek,2000,1517546
TANGO CREEK,2000,1535331
Grand Creek,2000,2075210
Smith`` Slough,2000,2711247
Grand Creek,2000,3111249
Grand Creek,2000,3156016
Spirit Lake,2000,4130875
Grand Creek,2000,4970048
Grand Creek,2000,10509331
Grand Creek,2000,10659459
Grand Creek,2000,12463624
Grand Creek,2000,12633110
Grand Creek,2000,15214244
Grand Creek,2000,17878198
Grand Creek,2000,26606557
TANGO CREEK,2000,32832173
Grand Creek,2000,46677253
Bering Creek,2000,55059110
TANGO CREEK,2000,80082917
Grand Creek,2000,199316144
Spirit Lake,2000,384448005
Bering Creek,2000,433273656
Moose Lake,2002,2
Big Mud,2002,20
Sischu,2002,136
Colorado Creek,2002,367
Lost Twenty,2002,672
Sischu,2002,697
Moose Creek,2002,1599
Moose Lake,2002,1841
Lost Twenty,2002,2692
Moose Lake,2002,2805
Moose Lake,2002,3104
Long Creek,2002,3201
Moose Lake,2002,3454
Sischu,2002,3664
Moose Lake,2002,3761
Sischu,2002,4520
Moose Lake,2002,5654
Moose Lake,2002,6177
Moose Creek,2002,7016
Grand Creek,2002,7297
Moose Lake,2002,7555
Sischu,2002,7803
Sischu,2002,9073
Sischu,2002,9630
Lynx Creek,2002,9926
Lynx Creek,2002,11044
Moose Lake,2002,12072
Moose Lake,2002,12460
Moose Lake,2002,13937
Big Mud,2002,14416
Two Mile,2002,16229
Colorado Creek,2002,19247
Moose Lake,2002,20617
Sischu,2002,21806
Moose Lake,2002,22375
Lost Twenty,2002,22501
Lynx Creek,2002,23417
Colorado Creek,2002,23696
Lynx Creek,2002,26014
North Fork,2002,30503
Sulukna,2002,36273
Sischu,2002,38106
Colorado Creek,2002,41916
Moose Lake,2002,43319
Sulukna,2002,45749
Moose Lake,2002,60885
Lost Twenty,2002,61763
Moose Lake,2002,64562
Moose Lake,2002,66930
Bear Creek,2002,67533
Long Creek,2002,75172
Sulukna,2002,76459
Colorado Creek,2002,78075
Moose Lake,2002,78260
Sischu,2002,80290
Bear Creek,2002,81440
Lynx Creek,2002,82336
Moose Lake,2002,87648
Bear Creek,2002,106696
Lynx Creek,2002,111495
Lynx Creek,2002,111676
Moose Lake,2002,112594
Big Mud,2002,119130
Long Creek,2002,120055
Lost Twenty,2002,121216
Big Mud,2002,130543
Big Mud,2002,130693
Sischu,2002,146079
Moose Lake,2002,147783
Lost Twenty,2002,160985
Moose Creek,2002,184399
Lost Twenty,2002,228061
Big Mud,2002,266069
North Fork,2002,290424
Lost Twenty,2002,290636
Moose Lake,2002,293044
Long Creek,2002,301256
Lost Twenty,2002,311116
Moose Lake,2002,337699
Lost Twenty,2002,501365
Lost Twenty,2002,567999
Moose Creek,2002,583110
Moose Creek,2002,604401
Moose Lake,2002,660907
Moose Lake,2002,665804
Sulukna,2002,673954
Lynx Creek,2002,693793
Big Mud,2002,702975
Big Mud,2002,738107
Big Mud,2002,808545
Lost Twenty,2002,808614
Long Creek,2002,866163
Big Mud,2002,902834
Graham,2002,915276
Lynx Creek,2002,993075
Big Mud,2002,1084085
Two Mile,2002,1099223
Colorado Creek,2002,1128807
Big Mud,2002,1142325
Moose Lake,2002,1151196
Bear Creek,2002,1485117
Bear Creek,2002,1557184
Sischu,2002,1620809
Moose Lake,2002,1679443
Grand Creek,2002,1722311
Moose Lake,2002,1856362
Grand Creek,2002,2010423
Slow Creek,2002,2017870
Moose Lake,2002,2046819
Lost Twenty,2002,2629529
Slow Creek,2002,2729063
Lost Twenty,2002,3048064
North Fork,2002,3288076
Sischu,2002,3360028
Sischu,2002,3730694
Moose Lake,2002,3853910
Lost Twenty,2002,4108928
Sischu,2002,4130875
Lost Twenty,2002,4333273
Susulatna,2002,4530025
Moose Lake,2002,4695502
Sischu,2002,9112928
Grand Creek,2002,11410437
Lost Twenty,2002,14519251
Sulukna,2002,14605193
Moose Creek,2002,19790306
Moose Lake,2002,25564434
Cottonwood,2002,27142306
Moose Lake,2002,27859788
Graham,2002,28287681
Lost Twenty,2002,29208886
Lynx Creek,2002,29523883
Susulatna,2002,43158922
Slow Creek,2002,43198591
Bear Creek,2002,70328690
Sischu,2002,71466215
Sulukna,2002,106465003
North Fork,2002,108258881
Big Mud,2002,153908941
Bear Creek,2002,165656114
Long Creek,2002,299332251
Colorado Creek,2002,326449742
Moose Lake,2002,394289972
Sischu,2002,411721537
North Fork Innoko,2004,25
Lake Snohomish,2004,2638
Lake Snohomish,2004,3104
